name,price,team,goals,assists,goal_contributions,games_played,minutes,total_points,points_per_game,roi,roi_per_gw,position
Meghoma,£4.0,Brentford,0,0,0,0,4,1,1.0,0.25,0.0,DEF
Schade,£7.0,Brentford,11,4,15,26,2281,149,3.9,21.29,0.8188461538461538,MID
Damsgaard,£6.0,Brentford,2,10,12,34,2911,131,3.4,21.83,0.6420588235294117,MID
Milambo,£5.5,Brentford,0,0,0,0,0,0,0.0,0.0,0.0,MID
Carvalho,£5.0,Brentford,2,1,3,3,443,35,1.8,7.0,2.3333333333333335,MID
Henderson,£5.0,Brentford,0,0,0,0,0,0,0.0,0.0,0.0,MID
Janelt,£5.0,Brentford,1,3,4,27,2251,73,2.3,14.6,0.5407407407407407,MID
Jensen,£5.0,Brentford,0,2,2,8,846,38,1.6,7.6,0.95,MID
Nunes,£5.0,Brentford,0,0,0,0,11,3,1.0,0.6,0.0,MID
Onyeka,£5.0,Brentford,0,0,0,0,23,2,1.0,0.4,0.0,MID
Yarmoliuk,£5.0,Brentford,0,0,0,15,1435,43,1.4,8.6,0.5733333333333334,MID
Donovan,£4.5,Brentford,0,0,0,0,0,0,0.0,0.0,0.0,MID
Konak,£4.5,Brentford,0,0,0,0,53,10,1.0,2.222,0.0,MID
Maghoma,£4.5,Brentford,0,0,0,0,112,8,1.0,1.778,0.0,MID
Peart-Harris,£4.5,Brentford,0,0,0,0,0,0,0.0,0.0,0.0,MID
Trevitt,£4.5,Brentford,0,0,0,0,3,1,1.0,0.2222,0.0,MID
Wissa,£7.5,Brentford,18,6,24,34,2921,185,5.3,24.67,0.7255882352941176,FWD
Thiago,£6.0,Brentford,0,0,0,1,167,9,1.1,1.5,1.5,FWD
Morgan,£4.5,Brentford,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Steele,£4.5,Brighton,0,0,0,2,180,9,4.5,2.0,1.0,GK
Verbruggen,£4.5,Brighton,0,1,1,36,3240,103,2.9,22.89,0.6358333333333334,GK
McGill,£4.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Rushworth,£4.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Scherpen,£4.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Boscagli,£4.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Coppola,£4.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
De Cuyper,£4.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Dunk,£4.5,Brighton,0,1,1,23,2081,44,1.8,9.778,0.4251304347826087,DEF
Estupiñan,£4.5,Brighton,1,1,2,26,2399,63,2.1,14.0,0.5384615384615384,DEF
F.Kadıoğlu,£4.5,Brighton,1,0,1,5,385,19,3.2,4.222,0.8444,DEF
Igor,£4.5,Brighton,0,0,0,10,959,18,1.4,4.0,0.4,DEF
Lamptey,£4.5,Brighton,2,2,4,10,856,42,2.8,9.333,0.9333,DEF
Van Hecke,£4.5,Brighton,1,1,2,33,2960,87,2.6,19.33,0.5857575757575757,DEF
Veltman,£4.5,Brighton,0,0,0,19,1694,59,2.8,13.11,0.69,DEF
Webster,£4.5,Brighton,0,1,1,11,885,39,2.8,8.667,0.7879090909090909,DEF
Cashin,£4.0,Brighton,0,0,0,0,19,1,0.5,0.25,0.0,DEF
Slater,£4.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Tasker,£4.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Mitoma,£6.5,Brighton,10,5,15,28,2597,145,4.0,22.31,0.7967857142857142,MID
Georginio,£6.0,Brighton,5,6,11,19,1651,95,3.4,15.83,0.8331578947368421,MID
March,£6.0,Brighton,0,0,0,1,161,7,0.9,1.167,1.167,MID
Minteh,£6.0,Brighton,6,5,11,20,1831,102,3.2,17.0,0.85,MID
Enciso,£5.5,Brighton,2,3,5,14,1155,59,2.4,10.73,0.7664285714285715,MID
Gruda,£5.5,Brighton,1,4,5,8,676,45,2.1,8.182,1.02275,MID
Hinshelwood,£5.5,Brighton,5,3,8,22,1839,89,3.4,16.18,0.7354545454545455,MID
O'Riley,£5.5,Brighton,2,3,5,11,929,50,2.4,9.091,0.8264545454545454,MID
Sima,£5.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Ayari,£5.0,Brighton,2,1,3,22,1958,74,2.2,14.8,0.6727272727272727,MID
Baleba,£5.0,Brighton,3,1,4,31,2660,87,2.6,17.4,0.5612903225806452,MID
Buonanotte,£5.0,Brighton,5,2,7,14,1508,75,2.4,15.0,1.0714285714285714,MID
Gomez,£5.0,Brighton,1,1,2,4,507,30,1.9,6.0,1.5,MID
Milner,£5.0,Brighton,0,0,0,3,170,6,1.5,1.2,0.39999999999999997,MID
Sarmiento,£5.0,Brighton,0,0,0,0,8,1,1.0,0.2,0.0,MID
Watson,£5.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Wieffer,£5.0,Brighton,1,5,6,10,1003,52,2.1,10.4,1.04,MID
Yalcouye,£5.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Knight,£4.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Mazilu,£4.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Moran,£4.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Welbeck,£6.5,Brighton,10,5,15,24,2109,125,4.2,19.23,0.80125,FWD
Ferguson,£5.5,Brighton,1,0,1,3,385,28,1.3,5.091,1.697,FWD
Tzimas,£5.5,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Kostoulas,£5.0,Brighton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Sánchez,£5.0,Chelsea,0,0,0,32,2880,126,3.9,25.2,0.7875,GK
Jörgensen,£4.5,Chelsea,0,0,0,6,540,18,3.0,4.0,0.6666666666666666,GK
Penders,£4.0,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,GK
Slonina,£4.0,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,GK
Cucurella,£6.0,Chelsea,5,2,7,33,2988,133,3.7,22.17,0.6718181818181819,DEF
James,£5.5,Chelsea,1,2,3,12,1057,54,2.8,9.818,0.8181666666666666,DEF
Chalobah,£5.0,Chelsea,3,1,4,23,1969,93,3.7,18.6,0.8086956521739131,DEF
Colwill,£5.0,Chelsea,2,1,3,35,3150,109,3.1,21.8,0.6228571428571429,DEF
Gusto,£5.0,Chelsea,0,1,1,19,1853,60,1.9,12.0,0.631578947368421,DEF
B.Badiashile,£4.5,Chelsea,0,0,0,3,332,7,1.4,1.556,0.5186666666666667,DEF
Fofana,£4.5,Chelsea,0,0,0,14,1172,26,1.9,5.778,0.4127142857142857,DEF
M.Sarr,£4.5,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Tosin,£4.5,Chelsea,1,1,2,15,1403,71,3.2,15.78,1.052,DEF
Acheampong,£4.0,Chelsea,0,0,0,2,168,4,1.0,1.0,0.5,DEF
Anselmino,£4.0,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Palmer,£10.5,Chelsea,15,10,25,36,3193,214,5.8,20.38,0.5661111111111111,MID
Neto,£7.0,Chelsea,4,6,10,24,2262,104,3.0,14.86,0.6191666666666666,MID
Enzo,£6.5,Chelsea,6,8,14,32,2943,135,3.8,20.77,0.6490625,MID
Estêvão,£6.5,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gittens,£6.5,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,MID
Nkunku,£6.0,Chelsea,3,2,5,9,904,60,2.2,10.0,1.1111111111111112,MID
Caicedo,£5.5,Chelsea,1,4,5,38,3351,98,2.6,17.82,0.4689473684210526,MID
George,£5.0,Chelsea,1,1,2,1,177,17,2.1,3.4,3.4,MID
Lavia,£5.0,Chelsea,0,1,1,11,792,26,1.6,5.2,0.4727272727272727,MID
Mudryk,£5.0,Chelsea,0,0,0,1,145,7,1.0,1.4,1.4,MID
Andrey Santos,£4.5,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,MID
D.Essugo,£4.5,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,MID
Paez,£4.5,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,MID
João Pedro,£7.5,Chelsea,10,6,16,23,1946,126,4.7,16.8,0.7304347826086957,FWD
Delap,£6.5,Chelsea,12,2,14,32,2587,132,3.6,20.31,0.6346875,FWD
N.Jackson,£6.5,Chelsea,10,6,16,28,2220,121,4.0,18.62,0.665,FWD
Hato,£5.0,Chelsea,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Henderson,£5.0,Crystal Palace,0,0,0,38,3420,135,3.6,27.0,0.7105263157894737,GK
Benitez,£4.0,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,GK
Matthews,£4.0,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,GK
Muñoz,£5.5,Crystal Palace,4,6,10,37,3229,142,3.8,25.82,0.6978378378378378,DEF
Lacroix,£5.0,Crystal Palace,1,2,3,35,3116,114,3.3,22.8,0.6514285714285715,DEF
Mitchell,£5.0,Crystal Palace,0,6,6,37,3090,123,3.3,24.6,0.664864864864865,DEF
Sosa,£5.0,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Guéhi,£4.5,Crystal Palace,3,2,5,34,3059,116,3.4,25.78,0.7582352941176471,DEF
Richards,£4.5,Crystal Palace,1,1,2,22,1921,68,2.8,15.11,0.6868181818181818,DEF
Chadi Riad,£4.0,Crystal Palace,0,0,0,1,90,1,1.0,0.25,0.25,DEF
Clyne,£4.0,Crystal Palace,0,0,0,5,477,18,1.4,4.5,0.9,DEF
Holding,£4.0,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Kporha,£4.0,Crystal Palace,0,0,0,0,11,2,1.0,0.5,0.0,DEF
Eze,£7.5,Crystal Palace,8,8,16,31,2588,148,4.4,19.73,0.6364516129032258,MID
Sarr,£6.5,Crystal Palace,8,7,15,30,2708,149,3.9,22.92,0.764,MID
Doucouré,£5.0,Crystal Palace,0,1,1,4,443,19,1.5,3.8,0.95,MID
Esse,£5.0,Crystal Palace,1,2,3,1,138,22,3.1,4.4,4.4,MID
Hughes,£5.0,Crystal Palace,0,4,4,24,2100,67,2.0,13.4,0.5583333333333333,MID
Kamada,£5.0,Crystal Palace,0,0,0,15,1545,45,1.3,9.0,0.6,MID
Lerma,£5.0,Crystal Palace,0,1,1,26,2270,58,1.8,11.6,0.4461538461538461,MID
Wharton,£5.0,Crystal Palace,0,2,2,16,1314,42,2.1,8.4,0.525,MID
Agbinone,£4.5,Crystal Palace,0,0,0,0,4,2,1.0,0.4444,0.0,MID
Ahamada,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,MID
Devenny,£4.5,Crystal Palace,1,1,2,4,494,34,1.5,7.556,1.889,MID
Ebiowei,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,MID
J.Rak-Sakyi,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,MID
M.França,£4.5,Crystal Palace,1,0,1,0,52,9,2.2,2.0,0.0,MID
Ozoh,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,MID
Rodney,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,MID
Umeh,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,MID
Mateta,£7.5,Crystal Palace,14,2,16,33,2642,150,4.1,20.0,0.6060606060606061,FWD
Nketiah,£5.5,Crystal Palace,3,2,5,9,1018,53,1.8,9.636,1.0706666666666667,FWD
Édouard,£5.0,Crystal Palace,0,0,0,1,141,7,1.2,1.4,1.4,FWD
Marsh,£4.5,Crystal Palace,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Dewsbury-Hall,£5.0,Everton,0,1,1,2,257,18,1.4,3.6,1.8,MID
Pickford,£5.5,Everton,0,1,1,38,3420,158,4.2,28.73,0.7560526315789474,GK
Travers,£4.5,Everton,0,0,0,5,450,19,3.8,4.222,0.8444,GK
Tyrer,£4.0,Everton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Branthwaite,£5.5,Everton,0,1,1,28,2509,88,2.9,16.0,0.5714285714285714,DEF
Tarkowski,£5.5,Everton,1,1,2,33,2922,105,3.2,19.09,0.5784848484848485,DEF
Mykolenko,£5.0,Everton,1,3,4,35,3082,121,3.5,24.2,0.6914285714285714,DEF
O'Brien,£5.0,Everton,2,0,2,17,1568,65,3.2,13.0,0.7647058823529411,DEF
Coleman,£4.5,Everton,0,0,0,3,214,5,1.0,1.111,0.37033333333333335,DEF
Keane,£4.5,Everton,3,0,3,11,1046,48,3.4,10.67,0.97,DEF
Patterson,£4.5,Everton,0,1,1,3,342,14,1.4,3.111,1.0370000000000001,DEF
Dixon,£4.0,Everton,0,0,0,1,90,0,0.0,0.0,0.0,DEF
Welch,£4.0,Everton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Ndiaye,£6.5,Everton,9,0,9,29,2426,114,3.5,17.54,0.6048275862068965,MID
McNeil,£6.0,Everton,4,8,12,15,1366,93,4.4,15.5,1.0333333333333334,MID
Alcaraz,£5.5,Everton,2,3,5,7,766,44,2.8,8.0,1.1428571428571428,MID
Gana,£5.5,Everton,0,3,3,35,3063,89,2.4,16.18,0.4622857142857143,MID
Garner,£5.0,Everton,0,1,1,17,1590,42,2.0,8.4,0.49411764705882355,MID
Iroegbunam,£5.0,Everton,0,1,1,5,562,22,1.2,4.4,0.8800000000000001,MID
Armstrong,£4.5,Everton,0,0,0,0,47,2,0.7,0.4444,0.0,MID
Bates,£4.5,Everton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Ebere,£4.5,Everton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Heath,£4.5,Everton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Metcalfe,£4.5,Everton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Barry,£6.0,Everton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Beto,£5.5,Everton,8,0,8,15,1521,87,2.9,15.82,1.0546666666666666,FWD
Y.Chermiti,£5.0,Everton,0,0,0,0,42,3,0.8,0.6,0.0,FWD
Sherif,£4.5,Everton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Grealish,£6.5,Everton,1,1,2,7,710,38,1.9,5.846,0.8351428571428572,MID
Aznou,£4.5,Everton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Leno,£5.0,Fulham,0,2,2,38,3420,115,3.0,23.0,0.6052631578947368,GK
Benda,£4.0,Fulham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Robinson,£5.0,Fulham,0,10,10,35,3166,106,2.9,21.2,0.6057142857142856,DEF
Andersen,£4.5,Fulham,0,0,0,30,2673,51,1.7,11.33,0.37766666666666665,DEF
Bassey,£4.5,Fulham,1,0,1,34,3074,75,2.1,16.67,0.4902941176470589,DEF
Castagne,£4.5,Fulham,0,1,1,17,1642,46,1.9,10.22,0.6011764705882353,DEF
Diop,£4.5,Fulham,0,0,0,15,1334,31,1.5,6.889,0.45926666666666666,DEF
J.Cuenca,£4.5,Fulham,0,0,0,4,349,9,1.1,2.0,0.5,DEF
Tete,£4.5,Fulham,0,2,2,21,1773,49,2.2,10.89,0.5185714285714286,DEF
Amissah,£4.0,Fulham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Iwobi,£6.5,Fulham,9,6,15,35,2981,156,4.1,24.0,0.6857142857142857,MID
Smith Rowe,£6.0,Fulham,6,3,9,25,2036,114,3.4,19.0,0.76,MID
Adama,£5.5,Fulham,2,8,10,18,1756,95,2.6,17.27,0.9594444444444444,MID
Andreas,£5.5,Fulham,2,6,8,25,2004,81,2.5,14.73,0.5892000000000001,MID
Sessegnon,£5.5,Fulham,4,2,6,7,574,57,3.6,10.36,1.48,MID
Wilson,£5.5,Fulham,6,2,8,12,1148,78,3.1,14.18,1.1816666666666666,MID
Berge,£5.0,Fulham,0,0,0,26,2221,53,1.7,10.6,0.4076923076923077,MID
Cairney,£5.0,Fulham,2,0,2,3,610,33,1.3,6.6,2.1999999999999997,MID
Lukić,£5.0,Fulham,0,2,2,28,2348,56,1.9,11.2,0.39999999999999997,MID
Godo,£4.5,Fulham,0,0,0,0,21,2,1.0,0.4444,0.0,MID
Harris,£4.5,Fulham,0,0,0,0,0,0,0.0,0.0,0.0,MID
King,£4.5,Fulham,0,0,0,1,126,10,1.2,2.222,2.222,MID
Reed,£4.5,Fulham,0,0,0,0,100,10,0.8,2.222,0.0,MID
Raúl,£6.5,Fulham,12,3,15,30,2486,147,3.9,22.62,0.754,FWD
Muniz,£5.5,Fulham,8,1,9,8,943,86,2.8,15.64,1.955,FWD
Lecomte,£4.0,Fulham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Meslier,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,GK
Cairns,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,GK
Darlow,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,GK
Bogle,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Struijk,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Bijol,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Bornauw,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Byram,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Gudmundsson,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Rodon,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Schmidt,£4.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Aaronson,£5.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gnonto,£5.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Harrison,£5.5,Leeds,1,3,4,24,2068,81,2.4,14.73,0.61375,MID
James,£5.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Ampadu,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Greenwood,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gruev,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Ramazani,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Tanaka,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Crew,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gelhardt,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gyabi,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Piroe,£5.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Bamford,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Mateo Joseph,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Nmecha,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Longstaff,£5.0,Leeds,0,1,1,8,783,34,1.4,6.8,0.85,MID
Stach,£5.0,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,MID
Perri,£4.5,Leeds,0,0,0,0,0,0,0.0,0.0,0.0,GK
A.Becker,£5.5,Liverpool,0,0,0,28,2508,112,4.0,20.36,0.7271428571428571,GK
Mamardashvili,£4.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,GK
Pécsi,£4.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,GK
Woodman,£4.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,GK
Frimpong,£6.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Kerkez,£6.0,Liverpool,2,6,8,38,3336,134,3.5,22.33,0.5876315789473684,DEF
Robertson,£6.0,Liverpool,0,1,1,29,2479,91,2.8,15.17,0.5231034482758621,DEF
Virgil,£6.0,Liverpool,3,1,4,37,3330,143,3.9,23.83,0.644054054054054,DEF
Konaté,£5.5,Liverpool,1,2,3,30,2561,106,3.4,19.27,0.6423333333333333,DEF
Bradley,£5.0,Liverpool,0,2,2,7,744,41,2.2,8.2,1.1714285714285713,DEF
Gomez,£5.0,Liverpool,0,0,0,6,517,14,1.6,2.8,0.4666666666666666,DEF
Tsimikas,£5.0,Liverpool,0,1,1,9,829,43,2.4,8.6,0.9555555555555555,DEF
Nallo,£4.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,DEF
R.Williams,£4.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Ramsay,£4.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,DEF
M.Salah,£14.5,Liverpool,29,18,47,38,3374,344,9.1,23.72,0.6242105263157894,MID
Wirtz,£8.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,MID
Luis Díaz,£8.0,Liverpool,13,7,20,28,2393,183,5.1,22.88,0.8171428571428571,MID
Gakpo,£7.5,Liverpool,10,5,15,23,1921,127,3.6,16.93,0.7360869565217392,MID
Chiesa,£6.5,Liverpool,0,0,0,1,103,7,1.2,1.077,1.077,MID
Mac Allister,£6.5,Liverpool,5,6,11,30,2597,122,3.5,18.77,0.6256666666666667,MID
Szoboszlai,£6.5,Liverpool,6,10,16,29,2485,143,4.0,22.0,0.7586206896551724,MID
C.Jones,£5.5,Liverpool,3,5,8,19,1702,87,2.6,15.82,0.8326315789473684,MID
Elliott,£5.5,Liverpool,1,2,3,2,359,33,1.8,6.0,3.0,MID
Gravenberch,£5.5,Liverpool,0,4,4,37,3160,92,2.5,16.73,0.45216216216216215,MID
Doak,£5.0,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,MID
Endo,£5.0,Liverpool,0,0,0,1,259,21,1.1,4.2,4.2,MID
Bajcetic,£4.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,MID
McConnell,£4.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,MID
